mode,frame,raw_detections,kept_detections,latency_ms
CUDA,267,88,34,27.6431
CUDA,268,88,34,26.6885
CUDA,269,88,34,26.9678
CUDA,270,88,34,27.1261
CUDA,271,88,34,26.5340
CUDA,272,88,34,26.5482
CUDA,273,88,34,26.5943
CUDA,274,88,34,26.9765
CUDA,275,88,34,27.0922
CUDA,276,88,34,26.6732
CUDA,277,88,34,26.5485
CUDA,278,88,34,26.7937
CUDA,279,88,34,26.4420
CUDA,280,88,34,26.5932
CUDA,281,88,34,27.6055
CUDA,282,88,34,27.3859
CUDA,283,88,34,26.6486
CUDA,284,88,34,26.8899
CUDA,285,88,34,26.6474
CUDA,286,88,34,27.1560
CUDA,287,88,34,26.6040
CUDA,288,88,34,27.1163
CUDA,289,88,34,26.6846
CUDA,290,88,34,26.6919
CUDA,291,88,34,26.5133
CUDA,292,88,34,27.2406
CUDA,293,88,34,26.6729
CUDA,294,88,34,27.1132
CUDA,295,88,34,26.6108
CUDA,296,88,34,26.6123
CUDA,297,88,34,27.2340
CUDA,298,88,34,26.6260
CUDA,299,88,34,27.2377

summary_metric,value
mode,CUDA
frames,300
avg_latency_ms,38.5198
p50_latency_ms,26.7852
p99_latency_ms,34.1034
fps,25.9607
